Country Name,Country Code,Indicator Name,Year,Value
Aruba,ABW,"Population, female (% of total population)",1993,51.23608786
Aruba,ABW,"Population, female (% of total population)",1994,51.30823055
Aruba,ABW,"Population, female (% of total population)",1995,51.40941542
Aruba,ABW,"Population, female (% of total population)",1996,51.53156138
Aruba,ABW,"Population, female (% of total population)",1997,51.63795973
Aruba,ABW,"Population, female (% of total population)",1998,51.73496306
Aruba,ABW,"Population, female (% of total population)",1999,51.82602461
Aruba,ABW,"Population, female (% of total population)",2000,51.88877998
Aruba,ABW,"Population, female (% of total population)",2001,51.94064559
Aruba,ABW,"Population, female (% of total population)",2002,51.98787468
Aruba,ABW,"Population, female (% of total population)",2003,52.01980262
Aruba,ABW,"Population, female (% of total population)",2004,52.05175244
Aruba,ABW,"Population, female (% of total population)",2005,52.09699671
Aruba,ABW,"Population, female (% of total population)",2006,52.1474322
Aruba,ABW,"Population, female (% of total population)",2007,52.19646536
Aruba,ABW,"Population, female (% of total population)",2008,52.24375032
Aruba,ABW,"Population, female (% of total population)",2009,52.28881596
Aruba,ABW,"Population, female (% of total population)",2010,52.27940148
Aruba,ABW,"Population, female (% of total population)",2011,52.28857199
Aruba,ABW,"Population, female (% of total population)",2012,52.36480843
Aruba,ABW,"Population, female (% of total population)",2013,52.43815634
Aruba,ABW,"Population, female (% of total population)",2014,52.50597351
Aruba,ABW,"Population, female (% of total population)",2015,52.56565308
Aruba,ABW,"Population, female (% of total population)",2016,52.62059899
Aruba,ABW,"Population, female (% of total population)",2017,52.67379173
Aruba,ABW,"Population, female (% of total population)",2018,52.73132141
Aruba,ABW,"Population, female (% of total population)",2019,52.79614479
Aruba,ABW,"Population, female (% of total population)",2020,52.84450652
Aruba,ABW,"Population, female (% of total population)",2021,52.83196043
Aruba,ABW,"Population, female (% of total population)",2022,52.7926741
Aruba,ABW,"Population, female (% of total population)",2023,52.76961988
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1960,50.48167023
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1961,50.48438968
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1962,50.48798865
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1963,50.49291518
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1964,50.49851552
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1965,50.50500362
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1966,50.51271174
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1967,50.51805459
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1968,50.52026693
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1969,50.52144105
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1970,50.52782722
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1971,50.5325261
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1972,50.5325889
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1973,50.52867481
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1974,50.52337626
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1975,50.52177039
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1976,50.52395487
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1977,50.53076787
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1978,50.54149208
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1979,50.55005896
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1980,50.52844704
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1981,50.51002575
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1982,50.51415951
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1983,50.50988913
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1984,50.51294642
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1985,50.50628858
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1986,50.48600322
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1987,50.46638426
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1988,50.44993084
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1989,50.44241818
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1990,50.43586776
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1991,50.43399941
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1992,50.48089213
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1993,50.42970988
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1994,50.46688636
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1995,50.63644323
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1996,50.76850862
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1997,50.8506688
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1998,50.84193261
Africa Eastern and Southern,AFE,"Population, female (% of total population)",1999,50.83799768
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2000,50.83103382
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2001,50.81932359
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2002,50.80429141
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2003,50.78521248
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2004,50.76559504
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2005,50.74650905
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2006,50.72598798
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2007,50.70552721
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2008,50.68732163
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2009,50.67263579
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2010,50.65775306
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2011,50.64105296
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2012,50.62560721
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2013,50.60956783
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2014,50.59145879
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2015,50.5657494
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2016,50.55425947
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2017,50.5514973
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2018,50.54016476
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2019,50.53181008
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2020,50.52511686
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2021,50.51941568
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2022,50.5117103
Africa Eastern and Southern,AFE,"Population, female (% of total population)",2023,50.5028444
Afghanistan,AFG,"Population, female (% of total population)",1960,48.08829355
Afghanistan,AFG,"Population, female (% of total population)",1961,48.16973105
Afghanistan,AFG,"Population, female (% of total population)",1962,48.24648149
Afghanistan,AFG,"Population, female (% of total population)",1963,48.31891594
Afghanistan,AFG,"Population, female (% of total population)",1964,48.38750894
Afghanistan,AFG,"Population, female (% of total population)",1965,48.45271148
Afghanistan,AFG,"Population, female (% of total population)",1966,48.51496085
Afghanistan,AFG,"Population, female (% of total population)",1967,48.57419027
Afghanistan,AFG,"Population, female (% of total population)",1968,48.62914769
Afghanistan,AFG,"Population, female (% of total population)",1969,48.67991195
Afghanistan,AFG,"Population, female (% of total population)",1970,48.72774239
Afghanistan,AFG,"Population, female (% of total population)",1971,48.77298076
Afghanistan,AFG,"Population, female (% of total population)",1972,48.81549181
Afghanistan,AFG,"Population, female (% of total population)",1973,48.85468406
Afghanistan,AFG,"Population, female (% of total population)",1974,48.89055576
Afghanistan,AFG,"Population, female (% of total population)",1975,48.92342653
Afghanistan,AFG,"Population, female (% of total population)",1976,48.95351409
Afghanistan,AFG,"Population, female (% of total population)",1977,48.98069495
Afghanistan,AFG,"Population, female (% of total population)",1978,49.01610344
Afghanistan,AFG,"Population, female (% of total population)",1979,49.07308499
Afghanistan,AFG,"Population, female (% of total population)",1980,49.14255575
Afghanistan,AFG,"Population, female (% of total population)",1981,49.21561579
Afghanistan,AFG,"Population, female (% of total population)",1982,49.31878884
Afghanistan,AFG,"Population, female (% of total population)",1983,49.43961256
Afghanistan,AFG,"Population, female (% of total population)",1984,49.60102668
Afghanistan,AFG,"Population, female (% of total population)",1985,49.79830841
Afghanistan,AFG,"Population, female (% of total population)",1986,49.93786817
Afghanistan,AFG,"Population, female (% of total population)",1987,50.02021897
Afghanistan,AFG,"Population, female (% of total population)",1988,50.0716288
Afghanistan,AFG,"Population, female (% of total population)",1989,50.08772042
Afghanistan,AFG,"Population, female (% of total population)",1990,50.09682325
Afghanistan,AFG,"Population, female (% of total population)",1991,50.10531602
Afghanistan,AFG,"Population, female (% of total population)",1992,50.11505031
Afghanistan,AFG,"Population, female (% of total population)",1993,50.09946349
Afghanistan,AFG,"Population, female (% of total population)",1994,50.0707227
Afghanistan,AFG,"Population, female (% of total population)",1995,50.04249719
Afghanistan,AFG,"Population, female (% of total population)",1996,50.00596737
Afghanistan,AFG,"Population, female (% of total population)",1997,49.96732891
Afghanistan,AFG,"Population, female (% of total population)",1998,49.93187107
Afghanistan,AFG,"Population, female (% of total population)",1999,49.89474946
Afghanistan,AFG,"Population, female (% of total population)",2000,49.85354436
Afghanistan,AFG,"Population, female (% of total population)",2001,49.81444275
Afghanistan,AFG,"Population, female (% of total population)",2002,49.7748188
Afghanistan,AFG,"Population, female (% of total population)",2003,49.73536106
Afghanistan,AFG,"Population, female (% of total population)",2004,49.69777366
Afghanistan,AFG,"Population, female (% of total population)",2005,49.6624648
Afghanistan,AFG,"Population, female (% of total population)",2006,49.63250608
Afghanistan,AFG,"Population, female (% of total population)",2007,49.60850219
Afghanistan,AFG,"Population, female (% of total population)",2008,49.58623055
Afghanistan,AFG,"Population, female (% of total population)",2009,49.56270821
Afghanistan,AFG,"Population, female (% of total population)",2010,49.53944069
Afghanistan,AFG,"Population, female (% of total population)",2011,49.51849219
Afghanistan,AFG,"Population, female (% of total population)",2012,49.4997715
Afghanistan,AFG,"Population, female (% of total population)",2013,49.48265019
Afghanistan,AFG,"Population, female (% of total population)",2014,49.46811503
Afghanistan,AFG,"Population, female (% of total population)",2015,49.45720241
Afghanistan,AFG,"Population, female (% of total population)",2016,49.44955007
Afghanistan,AFG,"Population, female (% of total population)",2017,49.45492489
Afghanistan,AFG,"Population, female (% of total population)",2018,49.47445147
Afghanistan,AFG,"Population, female (% of total population)",2019,49.49390879
Afghanistan,AFG,"Population, female (% of total population)",2020,49.51122219
Afghanistan,AFG,"Population, female (% of total population)",2021,49.5343798
Afghanistan,AFG,"Population, female (% of total population)",2022,49.54100711
Afghanistan,AFG,"Population, female (% of total population)",2023,49.52551288
Africa Western and Central,AFW,"Population, female (% of total population)",1960,50.36868391
Africa Western and Central,AFW,"Population, female (% of total population)",1961,50.39844326
Africa Western and Central,AFW,"Population, female (% of total population)",1962,50.42296795
Africa Western and Central,AFW,"Population, female (% of total population)",1963,50.43891937
Africa Western and Central,AFW,"Population, female (% of total population)",1964,50.45401966
Africa Western and Central,AFW,"Population, female (% of total population)",1965,50.46745165
Africa Western and Central,AFW,"Population, female (% of total population)",1966,50.47839828
Africa Western and Central,AFW,"Population, female (% of total population)",1967,50.49144944
Africa Western and Central,AFW,"Population, female (% of total population)",1968,50.50494858
Africa Western and Central,AFW,"Population, female (% of total population)",1969,50.51338248
Africa Western and Central,AFW,"Population, female (% of total population)",1970,50.51153802
Africa Western and Central,AFW,"Population, female (% of total population)",1971,50.49961561
Africa Western and Central,AFW,"Population, female (% of total population)",1972,50.48708424
Africa Western and Central,AFW,"Population, female (% of total population)",1973,50.47718695
Africa Western and Central,AFW,"Population, female (% of total population)",1974,50.46907795
Africa Western and Central,AFW,"Population, female (% of total population)",1975,50.46390586
Africa Western and Central,AFW,"Population, female (% of total population)",1976,50.45859525
Africa Western and Central,AFW,"Population, female (% of total population)",1977,50.4529885
Africa Western and Central,AFW,"Population, female (% of total population)",1978,50.44948323
Africa Western and Central,AFW,"Population, female (% of total population)",1979,50.44576488
Africa Western and Central,AFW,"Population, female (% of total population)",1980,50.43785562
Africa Western and Central,AFW,"Population, female (% of total population)",1981,50.42581702
Africa Western and Central,AFW,"Population, female (% of total population)",1982,50.41521578
Africa Western and Central,AFW,"Population, female (% of total population)",1983,50.40657087
Africa Western and Central,AFW,"Population, female (% of total population)",1984,50.39123936
Africa Western and Central,AFW,"Population, female (% of total population)",1985,50.37116003
Africa Western and Central,AFW,"Population, female (% of total population)",1986,50.35338363
Africa Western and Central,AFW,"Population, female (% of total population)",1987,50.33513667
Africa Western and Central,AFW,"Population, female (% of total population)",1988,50.31360074
Africa Western and Central,AFW,"Population, female (% of total population)",1989,50.29017022
Africa Western and Central,AFW,"Population, female (% of total population)",1990,50.2680773
Africa Western and Central,AFW,"Population, female (% of total population)",1991,50.24905926
Africa Western and Central,AFW,"Population, female (% of total population)",1992,50.22855842
Africa Western and Central,AFW,"Population, female (% of total population)",1993,50.20727334
Africa Western and Central,AFW,"Population, female (% of total population)",1994,50.18971838
Africa Western and Central,AFW,"Population, female (% of total population)",1995,50.17462603
Africa Western and Central,AFW,"Population, female (% of total population)",1996,50.16033065
Africa Western and Central,AFW,"Population, female (% of total population)",1997,50.14760005
Africa Western and Central,AFW,"Population, female (% of total population)",1998,50.13004873
Africa Western and Central,AFW,"Population, female (% of total population)",1999,50.10750363
Africa Western and Central,AFW,"Population, female (% of total population)",2000,50.08628172
Africa Western and Central,AFW,"Population, female (% of total population)",2001,50.06632631
Africa Western and Central,AFW,"Population, female (% of total population)",2002,50.04201648
Africa Western and Central,AFW,"Population, female (% of total population)",2003,50.01321225
Africa Western and Central,AFW,"Population, female (% of total population)",2004,49.98584777
Africa Western and Central,AFW,"Population, female (% of total population)",2005,49.96318691
Africa Western and Central,AFW,"Population, female (% of total population)",2006,49.94411803
Africa Western and Central,AFW,"Population, female (% of total population)",2007,49.92527274
Africa Western and Central,AFW,"Population, female (% of total population)",2008,49.90072684
Africa Western and Central,AFW,"Population, female (% of total population)",2009,49.87675572
Africa Western and Central,AFW,"Population, female (% of total population)",2010,49.85370882
Africa Western and Central,AFW,"Population, female (% of total population)",2011,49.82467842
Africa Western and Central,AFW,"Population, female (% of total population)",2012,49.79561117
Africa Western and Central,AFW,"Population, female (% of total population)",2013,49.76610749
Africa Western and Central,AFW,"Population, female (% of total population)",2014,49.74447755
Africa Western and Central,AFW,"Population, female (% of total population)",2015,49.72997865
Africa Western and Central,AFW,"Population, female (% of total population)",2016,49.71409526
Africa Western and Central,AFW,"Population, female (% of total population)",2017,49.69888286
Africa Western and Central,AFW,"Population, female (% of total population)",2018,49.68481493
Africa Western and Central,AFW,"Population, female (% of total population)",2019,49.67276432
Africa Western and Central,AFW,"Population, female (% of total population)",2020,49.66353706
Africa Western and Central,AFW,"Population, female (% of total population)",2021,49.65476126
Africa Western and Central,AFW,"Population, female (% of total population)",2022,49.64910926
Africa Western and Central,AFW,"Population, female (% of total population)",2023,49.64666863
Angola,AGO,"Population, female (% of total population)",1960,49.36402522
Angola,AGO,"Population, female (% of total population)",1961,49.24822468
Angola,AGO,"Population, female (% of total population)",1962,49.17657909
Angola,AGO,"Population, female (% of total population)",1963,49.10500858
Angola,AGO,"Population, female (% of total population)",1964,49.03394612
Angola,AGO,"Population, female (% of total population)",1965,48.96377786
Angola,AGO,"Population, female (% of total population)",1966,48.89515814
Angola,AGO,"Population, female (% of total population)",1967,48.82515478
Angola,AGO,"Population, female (% of total population)",1968,48.75194206
Angola,AGO,"Population, female (% of total population)",1969,48.67509241
Angola,AGO,"Population, female (% of total population)",1970,48.70902551
Angola,AGO,"Population, female (% of total population)",1971,48.85271524
Angola,AGO,"Population, female (% of total population)",1972,48.99319141
Angola,AGO,"Population, female (% of total population)",1973,49.12712287
Angola,AGO,"Population, female (% of total population)",1974,49.25197709
Angola,AGO,"Population, female (% of total population)",1975,49.37374204
Angola,AGO,"Population, female (% of total population)",1976,49.49393364
Angola,AGO,"Population, female (% of total population)",1977,49.60769102
Angola,AGO,"Population, female (% of total population)",1978,49.71314817
Angola,AGO,"Population, female (% of total population)",1979,49.8108945
Angola,AGO,"Population, female (% of total population)",1980,49.90154134
Angola,AGO,"Population, female (% of total population)",1981,49.9856264
Angola,AGO,"Population, female (% of total population)",1982,50.06350232
Angola,AGO,"Population, female (% of total population)",1983,50.14278899
Angola,AGO,"Population, female (% of total population)",1984,50.2230552
Angola,AGO,"Population, female (% of total population)",1985,50.29687743
Angola,AGO,"Population, female (% of total population)",1986,50.36423577
Angola,AGO,"Population, female (% of total population)",1987,50.43868949
Angola,AGO,"Population, female (% of total population)",1988,50.51637048
Angola,AGO,"Population, female (% of total population)",1989,50.58429183
Angola,AGO,"Population, female (% of total population)",1990,50.64630718
Angola,AGO,"Population, female (% of total population)",1991,50.69250467
Angola,AGO,"Population, female (% of total population)",1992,50.7315044
Angola,AGO,"Population, female (% of total population)",1993,50.79308441
Angola,AGO,"Population, female (% of total population)",1994,50.86073986
Angola,AGO,"Population, female (% of total population)",1995,50.88271875
Angola,AGO,"Population, female (% of total population)",1996,50.8701061
Angola,AGO,"Population, female (% of total population)",1997,50.85716554
Angola,AGO,"Population, female (% of total population)",1998,50.85390092
Angola,AGO,"Population, female (% of total population)",1999,50.86738348
Angola,AGO,"Population, female (% of total population)",2000,50.87913338
Angola,AGO,"Population, female (% of total population)",2001,50.88612089
Angola,AGO,"Population, female (% of total population)",2002,50.88872446
Angola,AGO,"Population, female (% of total population)",2003,50.87450133
Angola,AGO,"Population, female (% of total population)",2004,50.85105587
Angola,AGO,"Population, female (% of total population)",2005,50.82650547
Angola,AGO,"Population, female (% of total population)",2006,50.80061587
Angola,AGO,"Population, female (% of total population)",2007,50.77387935
Angola,AGO,"Population, female (% of total population)",2008,50.74781074
Angola,AGO,"Population, female (% of total population)",2009,50.72267741
Angola,AGO,"Population, female (% of total population)",2010,50.69876032
Angola,AGO,"Population, female (% of total population)",2011,50.67763901
Angola,AGO,"Population, female (% of total population)",2012,50.6599015
Angola,AGO,"Population, female (% of total population)",2013,50.64424427
Angola,AGO,"Population, female (% of total population)",2014,50.63001159
Angola,AGO,"Population, female (% of total population)",2015,50.616822
Angola,AGO,"Population, female (% of total population)",2016,50.6035948
Angola,AGO,"Population, female (% of total population)",2017,50.59034879
Angola,AGO,"Population, female (% of total population)",2018,50.57764358
Angola,AGO,"Population, female (% of total population)",2019,50.56542678
Angola,AGO,"Population, female (% of total population)",2020,50.55581824
Angola,AGO,"Population, female (% of total population)",2021,50.54685554
Angola,AGO,"Population, female (% of total population)",2022,50.53626449
Angola,AGO,"Population, female (% of total population)",2023,50.52588706
Albania,ALB,"Population, female (% of total population)",1960,49.63152977
Albania,ALB,"Population, female (% of total population)",1961,49.61254775
Albania,ALB,"Population, female (% of total population)",1962,49.57760162
Albania,ALB,"Population, female (% of total population)",1963,49.54490745
Albania,ALB,"Population, female (% of total population)",1964,49.51565132
Albania,ALB,"Population, female (% of total population)",1965,49.49047464
Albania,ALB,"Population, female (% of total population)",1966,49.46998659
Albania,ALB,"Population, female (% of total population)",1967,49.45644083
Albania,ALB,"Population, female (% of total population)",1968,49.45469468
Albania,ALB,"Population, female (% of total population)",1969,49.44855716
Albania,ALB,"Population, female (% of total population)",1970,49.4266738
Albania,ALB,"Population, female (% of total population)",1971,49.40089271
Albania,ALB,"Population, female (% of total population)",1972,49.37683083
Albania,ALB,"Population, female (% of total population)",1973,49.35578797
Albania,ALB,"Population, female (% of total population)",1974,49.33779333
Albania,ALB,"Population, female (% of total population)",1975,49.32307721
Albania,ALB,"Population, female (% of total population)",1976,49.31141437
Albania,ALB,"Population, female (% of total population)",1977,49.30178029
Albania,ALB,"Population, female (% of total population)",1978,49.29768934
Albania,ALB,"Population, female (% of total population)",1979,49.30832387
Albania,ALB,"Population, female (% of total population)",1980,49.32752459
Albania,ALB,"Population, female (% of total population)",1981,49.34742635
Albania,ALB,"Population, female (% of total population)",1982,49.37305644
Albania,ALB,"Population, female (% of total population)",1983,49.40450169
Albania,ALB,"Population, female (% of total population)",1984,49.44086898
Albania,ALB,"Population, female (% of total population)",1985,49.48208024
Albania,ALB,"Population, female (% of total population)",1986,49.52578853
Albania,ALB,"Population, female (% of total population)",1987,49.56761828
Albania,ALB,"Population, female (% of total population)",1988,49.60831568
Albania,ALB,"Population, female (% of total population)",1989,49.67098867
Albania,ALB,"Population, female (% of total population)",1990,49.76549482
Albania,ALB,"Population, female (% of total population)",1991,49.87354544
Albania,ALB,"Population, female (% of total population)",1992,49.98901752
Albania,ALB,"Population, female (% of total population)",1993,50.11362718
Albania,ALB,"Population, female (% of total population)",1994,50.24616062
Albania,ALB,"Population, female (% of total population)",1995,50.38601324
Albania,ALB,"Population, female (% of total population)",1996,50.53273923
Albania,ALB,"Population, female (% of total population)",1997,50.68744078
Albania,ALB,"Population, female (% of total population)",1998,50.84856324
Albania,ALB,"Population, female (% of total population)",1999,51.01127613
Albania,ALB,"Population, female (% of total population)",2000,51.17800911
Albania,ALB,"Population, female (% of total population)",2001,51.24741736
Albania,ALB,"Population, female (% of total population)",2002,51.18176211
Albania,ALB,"Population, female (% of total population)",2003,51.08516857
Albania,ALB,"Population, female (% of total population)",2004,50.99288143
Albania,ALB,"Population, female (% of total population)",2005,50.90591871
Albania,ALB,"Population, female (% of total population)",2006,50.8252729
Albania,ALB,"Population, female (% of total population)",2007,50.75016036
Albania,ALB,"Population, female (% of total population)",2008,50.67826511
Albania,ALB,"Population, female (% of total population)",2009,50.60831071
Albania,ALB,"Population, female (% of total population)",2010,50.54083335
Albania,ALB,"Population, female (% of total population)",2011,50.51035479
Albania,ALB,"Population, female (% of total population)",2012,50.5147072
Albania,ALB,"Population, female (% of total population)",2013,50.51708074
Albania,ALB,"Population, female (% of total population)",2014,50.51681446
Albania,ALB,"Population, female (% of total population)",2015,50.51462207
Albania,ALB,"Population, female (% of total population)",2016,50.51068614
Albania,ALB,"Population, female (% of total population)",2017,50.50649652
Albania,ALB,"Population, female (% of total population)",2018,50.50253418
Albania,ALB,"Population, female (% of total population)",2019,50.49691336
Albania,ALB,"Population, female (% of total population)",2020,50.5073201
Albania,ALB,"Population, female (% of total population)",2021,50.53210305
Albania,ALB,"Population, female (% of total population)",2022,50.54947503
Albania,ALB,"Population, female (% of total population)",2023,50.55922579
Andorra,AND,"Population, female (% of total population)",1960,49.33753943
Andorra,AND,"Population, female (% of total population)",1961,48.96431003
Andorra,AND,"Population, female (% of total population)",1962,48.66035183
Andorra,AND,"Population, female (% of total population)",1963,48.39278221
Andorra,AND,"Population, female (% of total population)",1964,48.13538076
Andorra,AND,"Population, female (% of total population)",1965,47.91315191
Andorra,AND,"Population, female (% of total population)",1966,47.67537262
Andorra,AND,"Population, female (% of total population)",1967,47.38271137
Andorra,AND,"Population, female (% of total population)",1968,47.09752547
Andorra,AND,"Population, female (% of total population)",1969,46.87146322
Andorra,AND,"Population, female (% of total population)",1970,46.69369775
Andorra,AND,"Population, female (% of total population)",1971,46.53950191
Andorra,AND,"Population, female (% of total population)",1972,46.39309984
Andorra,AND,"Population, female (% of total population)",1973,46.26269217
Andorra,AND,"Population, female (% of total population)",1974,46.15561254
Andorra,AND,"Population, female (% of total population)",1975,46.07546626
Andorra,AND,"Population, female (% of total population)",1976,46.01848077
Andorra,AND,"Population, female (% of total population)",1977,45.98514326
Andorra,AND,"Population, female (% of total population)",1978,45.95692684
Andorra,AND,"Population, female (% of total population)",1979,45.92782604
Andorra,AND,"Population, female (% of total population)",1980,45.88619977
Andorra,AND,"Population, female (% of total population)",1981,45.84734591
Andorra,AND,"Population, female (% of total population)",1982,45.99628521
Andorra,AND,"Population, female (% of total population)",1983,46.28374214
Andorra,AND,"Population, female (% of total population)",1984,46.5403449
Andorra,AND,"Population, female (% of total population)",1985,46.7837992
Andorra,AND,"Population, female (% of total population)",1986,47.04814799
Andorra,AND,"Population, female (% of total population)",1987,47.15547814
Andorra,AND,"Population, female (% of total population)",1988,47.14060223
Andorra,AND,"Population, female (% of total population)",1989,47.34492296
Andorra,AND,"Population, female (% of total population)",1990,47.19560423
Andorra,AND,"Population, female (% of total population)",1991,46.79090123
Andorra,AND,"Population, female (% of total population)",1992,46.78815263
Andorra,AND,"Population, female (% of total population)",1993,46.74421545
Andorra,AND,"Population, female (% of total population)",1994,46.82257166
Andorra,AND,"Population, female (% of total population)",1995,47.16328702
Andorra,AND,"Population, female (% of total population)",1996,47.40872718
Andorra,AND,"Population, female (% of total population)",1997,47.51696317
Andorra,AND,"Population, female (% of total population)",1998,47.59333751
Andorra,AND,"Population, female (% of total population)",1999,47.74159184
Andorra,AND,"Population, female (% of total population)",2000,47.89221283
Andorra,AND,"Population, female (% of total population)",2001,48.04106177
Andorra,AND,"Population, female (% of total population)",2002,48.15054281
Andorra,AND,"Population, female (% of total population)",2003,48.10966396
Andorra,AND,"Population, female (% of total population)",2004,47.9468274
Andorra,AND,"Population, female (% of total population)",2005,47.85135816
Andorra,AND,"Population, female (% of total population)",2006,47.7496042
Andorra,AND,"Population, female (% of total population)",2007,47.66359706
Andorra,AND,"Population, female (% of total population)",2008,47.69267621
Andorra,AND,"Population, female (% of total population)",2009,47.82867837
Andorra,AND,"Population, female (% of total population)",2010,48.4456119
Andorra,AND,"Population, female (% of total population)",2011,48.98371109
Andorra,AND,"Population, female (% of total population)",2012,49.02907567
Andorra,AND,"Population, female (% of total population)",2013,49.14420225
Andorra,AND,"Population, female (% of total population)",2014,49.27852668
Andorra,AND,"Population, female (% of total population)",2015,49.42084407
Andorra,AND,"Population, female (% of total population)",2016,49.42990538
Andorra,AND,"Population, female (% of total population)",2017,49.2990971
Andorra,AND,"Population, female (% of total population)",2018,49.17245417
