Country Name,Country Code,Indicator Name,Year,% Unemployment Female
Africa Eastern and Southern,AFE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,8.854694837
Africa Eastern and Southern,AFE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,9.381942051
Africa Eastern and Southern,AFE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,8.828072856
Africa Eastern and Southern,AFE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,8.601563477
Africa Eastern and Southern,AFE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,8.526718855
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,10.58
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,10.515
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,10.379
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,10.31
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,10.31
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,10.374
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,10.378
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,10.417
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,10.439
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,10.483
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,10.508
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,10.483
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,10.427
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,10.447
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,10.428
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,10.456
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,10.337
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,10.397
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,10.243
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,10.23
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,10.253
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,10.325
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,10.372
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,10.317
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,11.611
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,12.834
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,14.018
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,14.783
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,15.549
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,16.778
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,16.945
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,26.742
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,26.57
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,25.636
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,3.946021153
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,4.117493894
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,4.238702939
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,4.278125016
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,4.301168195
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,4.256709329
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,4.247205131
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,4.272495972
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,4.48466012
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,4.506177594
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,4.445900867
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,4.270765431
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,4.183006782
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,4.11026033
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,4.134539598
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,4.021262049
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,4.01612777
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,4.050115311
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,4.09837504
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,4.107960005
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,4.075587535
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,4.043495494
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,3.700878917
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,3.837123937
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,4.096612832
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,4.092035999
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,4.198941421
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,4.27833394
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,4.402024732
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,5.147316312
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,5.508690346
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,4.648912374
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,3.965685739
Africa Western and Central,AFW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,3.893243894
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,18.871
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,19.004
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,19.461
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,19.458
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,19.005
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,18.226
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,18.115
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,18.331
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,18.573
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,18.669
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,18.686
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,18.453
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,18.463
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,18.333
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,18.314
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,18.146
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,18.09
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,18.174
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,18.398
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,18.604
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,18.797
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,18.33
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,18.014
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,17.682
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,17.528
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,17.369
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,17.158
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,16.892
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,16.547
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,16.614
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,15.781
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,14.736
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,14.671
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,14.581
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,10.271
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,27.073
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,22.989
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,18.892
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,14.107
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,12.917
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,15.733
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,19.776
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,20.396
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,18.544
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,18.94
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,18.269
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,17.388
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,16.694
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,16.411
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,16.074
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,16.39
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,13.735
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,15.688
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,15.85
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,13.751
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,11.508
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,13.397
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,15.515
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,17.122
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,14.49
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,12.524
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,11.888
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,11.318
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,11.648
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,11.678
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,10.405
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,10.376
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,10.527
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,16.91932081
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,15.67343857
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,17.28332501
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,17.94519756
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,18.61223315
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,16.80369405
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,16.99284817
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,16.90538057
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,16.91480322
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,18.34303353
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,18.22556797
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,18.72480864
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,18.52895173
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,18.74355973
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,18.31568578
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,17.75313488
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,16.62238405
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,16.69146768
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,17.94144203
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,18.50773519
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,19.51567201
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,20.03069603
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,19.99186197
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,19.9975264
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,20.24577367
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,20.06889059
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,20.42316012
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,19.61005793
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,19.59451662
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,19.7046439
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,18.44639955
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,18.04188769
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,17.1650788
Arab World,ARB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,17.2003925
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,2.239
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,2.307
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,2.439
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,2.392
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,2.367
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,2.398
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,2.453
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,2.574
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,2.669
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,2.715
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,3.633
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,4.567
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,5.533
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,6.268
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,7.096
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,6.778
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,6.628
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,6.34
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,6.384
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,6.085
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,5.679
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,5.199
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,4.833
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,4.597
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,4.227
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,3.952
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,6.904
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,5.754
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,5.571
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,5.717
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,6.418
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,7.418
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,4.297
United Arab Emirates,ARE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,4.43
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,5.755
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,6.718
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,12.607
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,13.959
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,22.234
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,19.208
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,17.652
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,14.038
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,15.154
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,16.356
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,17.191
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,18.823
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,17.577
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,15.823
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,13.596
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,12.429
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,10.49
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,9.748
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,9.871
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,9.221
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,8.522
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,8.841
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,8.508
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,8.394
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,8.706
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,9.224
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,9.485
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,10.563
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,10.718
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,12.394
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,9.852
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,7.682
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,6.793
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,8.434
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,2.345
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,2.365
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,7.299
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,8.458
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,9.981
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,14.476
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,16.708
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,13.397
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,14.987
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,14.371
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,13.777
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,13.129
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,12.527
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,11.974
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,11.432
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,10.894
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,10.358
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,19.225
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,20.461
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,21.536
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,20.194
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,18.552
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,18.662
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,19.335
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,19.185
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,17.494
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,17.488
Armenia,ARM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,20.239
